Outcome,Recommendation,TargetType,RuleId,RuleName
Fail,Consider configuring the minimum supported TLS version to be 1.2. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.MinTLS,Azure.Storage.MinTLS
Pass,Consider using names that meet Storage Account naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.Name,Azure.Storage.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using GRS for storage accounts that contain data.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.UseReplication,Azure.Storage.UseReplication
Pass,Storage accounts should only accept secure traffic. Consider only accepting encrypted connections by setting the Secure transfer required option. Also consider using Azure Policy to audit or enforce this configuration.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SecureTransfer,Azure.Storage.SecureTransfer
Fail,Consider enabling soft delete on storage accounts to protect blobs from accidental deletion or modification.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SoftDelete,Azure.Storage.SoftDelete
Fail,Consider disallowing anonymous access to storage account blobs unless specifically required. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobPublicAccess,Azure.Storage.BlobPublicAccess
Pass,"To provide secure access to data always use the Private access type (default). Use Shared Access Signatures (SAS) to provide secure access to individual blobs or containers as required.
Consider using SAS tokens stored securely in a key vault, rotated and only accessed by approved applications.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobAccessType,Azure.Storage.BlobAccessType
Fail,Consider configuring the minimum supported TLS version to be 1.2. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.MinTLS,Azure.Storage.MinTLS
Pass,Consider using names that meet Storage Account naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.Name,Azure.Storage.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Fail,Consider using availability sets/ zones or only premium/ ultra disks to improve SLA.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Standalone,Azure.VM.Standalone
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Pass,Consider using Hybrid Use Benefit for eligible workloads.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseHybridUseBenefit,Azure.VM.UseHybridUseBenefit
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/privateEndpoints,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using GRS for storage accounts that contain data.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.UseReplication,Azure.Storage.UseReplication
Pass,Storage accounts should only accept secure traffic. Consider only accepting encrypted connections by setting the Secure transfer required option. Also consider using Azure Policy to audit or enforce this configuration.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SecureTransfer,Azure.Storage.SecureTransfer
Fail,Consider enabling soft delete on storage accounts to protect blobs from accidental deletion or modification.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SoftDelete,Azure.Storage.SoftDelete
Fail,Consider disallowing anonymous access to storage account blobs unless specifically required. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobPublicAccess,Azure.Storage.BlobPublicAccess
Pass,"To provide secure access to data always use the Private access type (default). Use Shared Access Signatures (SAS) to provide secure access to individual blobs or containers as required.
Consider using SAS tokens stored securely in a key vault, rotated and only accessed by approved applications.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobAccessType,Azure.Storage.BlobAccessType
Pass,Consider configuring the minimum supported TLS version to be 1.2. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.MinTLS,Azure.Storage.MinTLS
Pass,Consider using names that meet Storage Account naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.Name,Azure.Storage.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.operationalinsights/workspaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.AAD/domainServices,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/bastionHosts,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/loadBalancers,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using a dedicated health check endpoint for HTTP or HTTPS health probes.,Microsoft.Network/loadBalancers,PSRule.Rules.Azure\Azure.LB.Probe,Azure.LB.Probe
Pass,Consider using names that meet Load Balancer naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/loadBalancers,PSRule.Rules.Azure\Azure.LB.Name,Azure.LB.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Fail,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Fail,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider updating inbound rules to use a specified source such as an IP range or service tag. If inbound access from Internet-based sources is intended, consider using the service tag Internet.
Consider using services such as Application Gateway and DDoS Protection Standard when inbound Internet access is intended.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.AnyInboundSource,Azure.NSG.AnyInboundSource
Pass,"Deny all inbound rules should not use priority 100. The lowest configurable priority is 100, meaning that whitelisted network traffic rules can not be placed before the deny all.
Consider whitelisting inbound network traffic as required.",Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.DenyAllInbound,Azure.NSG.DenyAllInbound
Fail,Consider configuring NSGs rules to block outbound management traffic from non-management hosts.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.LateralTraversal,Azure.NSG.LateralTraversal
Pass,Consider cleaning up NSGs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Associated,Azure.NSG.Associated
Pass,Consider using names that meet Network Security Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkSecurityGroups,PSRule.Rules.Azure\Azure.NSG.Name,Azure.NSG.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/privateDnsZones,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Pass,Consider using domain name labels that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.DNSLabel,Azure.PublicIP.DNSLabel
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing Public IP addresses that are no longer required reduce complexity and costs.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.IsAttached,Azure.PublicIP.IsAttached
Pass,Consider using names that meet Public IP naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.PublicIP.Name,Azure.PublicIP.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/publicIPAddresses,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"The GatewaySubnet and AzureFirewallSubnet are special named subnets which does not support NSGs. For all other subnets, define and assign a NSG.",Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.VNET.UseNSGs,Azure.VNET.UseNSGs
Pass,"Virtual networks should have at least two (2) DNS servers set when not using Azure-provided DNS.
Using a single DNS server may indicate a single point of failure where the DNS IP address is not load balanced.",Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.VNET.SingleDNS,Azure.VNET.SingleDNS
Pass,"Consider deploying redundant DNS services within a connected Azure VNET.
Where possibly consider deploying Azure Private DNS Zones, a platform-as-a-service (PaaS) DNS service for VNETs. Alternatively consider deploying redundant virtual machines (VMs) or network virtual appliances (NVA) to host DNS within Azure.",Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.VNET.LocalDNS,Azure.VNET.LocalDNS
Pass,Consider using names that meet Virtual Network naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.VNET.Name,Azure.VNET.Name
Pass,Consider using names that meet subnet naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/virtualNetworks,PSRule.Rules.Azure\Azure.VNET.SubnetName,Azure.VNET.SubnetName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using managed disks for virtual machine storage.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.UseManagedDisks,Azure.VM.UseManagedDisks
Pass,Basic VM sizes are not suitable for production workloads or intensive development workloads. Consider migration to an alternative Standard VM size.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.BasicSku,Azure.VM.BasicSku
Pass,Check disk caching is configured correctly for the workload.,Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.DiskCaching,Azure.VM.DiskCaching
Pass,"Automatically provision the VM agent for all supported operating systems, this is the default.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Agent,Azure.VM.Agent
Pass,"Enable automatic updates at deployment time, then reconfigure as required to meet patch management requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Updates,Azure.VM.Updates
Pass,"Consider using names that meet VM resource name requirements. Additionally, consider using a resource name that meeting OS naming requirements.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.Name,Azure.VM.Name
Pass,"Consider using computer names that meet OS naming requirements. Additionally, consider using computer names that match the VM resource name.",Microsoft.Compute/virtualMachines,PSRule.Rules.Azure\Azure.VM.ComputerName,Azure.VM.ComputerName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.DesktopVirtualization/applicationgroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.DesktopVirtualization/hostpools,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
